id,yr,monthnum,monthname,monthend,cregion,cdistrict,pregion,pdistrict,creason,tpeople,yrmonthnam,yrmonthnum,pvalue,adjustments,changedvalue,comments
19064,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,150,Jul '18,2018-07,,,,
19065,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19066,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,114,Jul '18,2018-07,,,,
19067,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,102,Jul '18,2018-07,,,,
19068,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,156,Jul '18,2018-07,,,,
19069,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,120,Jul '18,2018-07,,,,
19070,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,12,Jul '18,2018-07,,,,
19071,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19072,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19073,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19074,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19075,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,18,Jul '18,2018-07,,,,
19076,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,24,Jul '18,2018-07,,,,
19077,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,5,Jul '18,2018-07,,,,
19078,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,6,Jul '18,2018-07,,,,
19079,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,6,Jul '18,2018-07,,,,
19080,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,6,Jul '18,2018-07,,,,
19081,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,102,Jul '18,2018-07,,,,
19082,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Baraawe,Drought related,14,Jul '18,2018-07,,,,
19083,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Conflict/Insecurity,126,Jul '18,2018-07,,,,
19084,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Conflict/Insecurity,144,Jul '18,2018-07,,,,
19085,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Drought related,102,Jul '18,2018-07,,,,
19086,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Drought related,6,Jul '18,2018-07,,,,
19087,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19088,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,108,Jul '18,2018-07,,,,
19089,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,100,Jul '18,2018-07,,,,
19090,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,116,Jul '18,2018-07,,,,
19091,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19092,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19093,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,5,Jul '18,2018-07,,,,
19094,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,9,Jul '18,2018-07,,,,
19095,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,102,Jul '18,2018-07,,,,
19096,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Drought related,23,Jul '18,2018-07,,,,
19097,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Marka,Other,6,Jul '18,2018-07,,,,
19098,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,198,Jul '18,2018-07,,,,
19099,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,138,Jul '18,2018-07,,,,
19100,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,150,Jul '18,2018-07,,,,
19101,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,234,Jul '18,2018-07,,,,
19102,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,102,Jul '18,2018-07,,,,
19103,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,100,Jul '18,2018-07,,,,
19104,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,138,Jul '18,2018-07,,,,
19105,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,108,Jul '18,2018-07,,,,
19106,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,14,Jul '18,2018-07,,,,
19107,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,121,Jul '18,2018-07,,,,
19108,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,14,Jul '18,2018-07,,,,
19109,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19110,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19111,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,108,Jul '18,2018-07,,,,
19112,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,5,Jul '18,2018-07,,,,
19113,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,2,Jul '18,2018-07,,,,
19114,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,9,Jul '18,2018-07,,,,
19115,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Conflict/Insecurity,3,Jul '18,2018-07,,,,
19116,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,21,Jul '18,2018-07,,,,
19117,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,6,Jul '18,2018-07,,,,
19118,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,120,Jul '18,2018-07,,,,
19119,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,12,Jul '18,2018-07,,,,
19120,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,4,Jul '18,2018-07,,,,
19121,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,12,Jul '18,2018-07,,,,
19122,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,4,Jul '18,2018-07,,,,
19123,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,120,Jul '18,2018-07,,,,
19124,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,23,Jul '18,2018-07,,,,
19125,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,102,Jul '18,2018-07,,,,
19126,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,4,Jul '18,2018-07,,,,
19127,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Qoryooley,Drought related,13,Jul '18,2018-07,,,,
19128,2018,7,Jul,31/07/2018,Banadir,Banadir,Lower Shabelle,Wanla Weyn,Conflict/Insecurity,5,Jul '18,2018-07,,,,
19129,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Adan Yabaal,Conflict/Insecurity,13,Jul '18,2018-07,,,,
19130,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Adan Yabaal,Conflict/Insecurity,10,Jul '18,2018-07,,,,
19131,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Adan Yabaal,Conflict/Insecurity,14,Jul '18,2018-07,,,,
19132,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Conflict/Insecurity,102,Jul '18,2018-07,,,,
19133,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Conflict/Insecurity,5,Jul '18,2018-07,,,,
19134,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19135,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19136,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Drought related,21,Jul '18,2018-07,,,,
19137,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Drought related,10,Jul '18,2018-07,,,,
19138,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Drought related,150,Jul '18,2018-07,,,,
19139,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Balcad,Drought related,5,Jul '18,2018-07,,,,
19140,2018,7,Jul,31/07/2018,Banadir,Banadir,Middle Shabelle,Jowhar,Conflict/Insecurity,140,Jul '18,2018-07,,,,
19141,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Gaalkacyo,Drought related,7,Jul '18,2018-07,,,,
19142,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Gaalkacyo,Drought related,9,Jul '18,2018-07,,,,
19143,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19144,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19145,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19146,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19147,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19148,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19149,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19150,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,9,Jul '18,2018-07,,,,
19151,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19152,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,16,Jul '18,2018-07,,,,
19153,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Conflict/Insecurity,16,Jul '18,2018-07,,,,
19154,2018,7,Jul,31/07/2018,Banadir,Banadir,Mudug,Xarardheere,Other,8,Jul '18,2018-07,,,,
19155,2018,7,Jul,31/07/2018,Banadir,Banadir,Sool,Laas Caanood,Conflict/Insecurity,8,Jul '18,2018-07,,,,
19156,2018,7,Jul,31/07/2018,Banadir,Banadir,Sool,Laas Caanood,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19157,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Caluula,Drought related,4,Jul '18,2018-07,,,,
19158,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Iskushuban,Drought related,5,Jul '18,2018-07,,,,
19159,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Iskushuban,Drought related,12,Jul '18,2018-07,,,,
19160,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qandala,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19161,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qandala,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19162,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qandala,Drought related,5,Jul '18,2018-07,,,,
19163,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Drought related,4,Jul '18,2018-07,,,,
19164,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Drought related,4,Jul '18,2018-07,,,,
19165,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Drought related,3,Jul '18,2018-07,,,,
19166,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Drought related,4,Jul '18,2018-07,,,,
19167,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Drought related,4,Jul '18,2018-07,,,,
19168,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Flood,3,Jul '18,2018-07,,,,
19169,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Bari,Qardho,Flood,6,Jul '18,2018-07,,,,
19170,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Sanaag,Laasqoray,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19171,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Sanaag,Laasqoray,Drought related,5,Jul '18,2018-07,,,,
19172,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Sanaag,Laasqoray,Drought related,6,Jul '18,2018-07,,,,
19173,2018,7,Jul,31/07/2018,Bari,Bandarbeyla,Sool,Taleex,Drought related,3,Jul '18,2018-07,,,,
19174,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Conflict/Insecurity,12,Jul '18,2018-07,,,,
19175,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Conflict/Insecurity,18,Jul '18,2018-07,,,,
19176,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19177,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,6,Jul '18,2018-07,,,,
19178,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,5,Jul '18,2018-07,,,,
19179,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,12,Jul '18,2018-07,,,,
19180,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,23,Jul '18,2018-07,,,,
19181,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,6,Jul '18,2018-07,,,,
19182,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,7,Jul '18,2018-07,,,,
19183,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,5,Jul '18,2018-07,,,,
19184,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,4,Jul '18,2018-07,,,,
19185,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Drought related,6,Jul '18,2018-07,,,,
19186,2018,7,Jul,31/07/2018,Bari,Bossaso,Banadir,Banadir,Other,3,Jul '18,2018-07,,,,
19187,2018,7,Jul,31/07/2018,Bari,Bossaso,Bari,Bossaso,Flood,11,Jul '18,2018-07,,,,
19188,2018,7,Jul,31/07/2018,Bari,Bossaso,Bari,Bossaso,Flood,7,Jul '18,2018-07,,,,
19189,2018,7,Jul,31/07/2018,Bari,Bossaso,Bari,Caluula,Drought related,10,Jul '18,2018-07,,,,
19190,2018,7,Jul,31/07/2018,Bari,Bossaso,Bari,Caluula,Drought related,4,Jul '18,2018-07,,,,
19191,2018,7,Jul,31/07/2018,Bari,Bossaso,Bari,Caluula,Drought related,4,Jul '18,2018-07,,,,
19192,2018,7,Jul,31/07/2018,Bari,Bossaso,Bari,Qandala,Conflict/Insecurity,3,Jul '18,2018-07,,,,
19193,2018,7,Jul,31/07/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,4,Jul '18,2018-07,,,,
19194,2018,7,Jul,31/07/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,5,Jul '18,2018-07,,,,
19195,2018,7,Jul,31/07/2018,Bari,Bossaso,Middle Shabelle,Jowhar,Drought related,7,Jul '18,2018-07,,,,
19196,2018,7,Jul,31/07/2018,Bari,Bossaso,Middle Shabelle,Jowhar,Drought related,14,Jul '18,2018-07,,,,
19197,2018,7,Jul,31/07/2018,Bari,Bossaso,Middle Shabelle,Jowhar,Drought related,3,Jul '18,2018-07,,,,
19198,2018,7,Jul,31/07/2018,Bari,Bossaso,Middle Shabelle,Jowhar,Other,7,Jul '18,2018-07,,,,
19199,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,132,Jul '18,2018-07,,,,
19200,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,111,Jul '18,2018-07,,,,
19201,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,86,Jul '18,2018-07,,,,
19202,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,20,Jul '18,2018-07,,,,
19203,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,65,Jul '18,2018-07,,,,
19204,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,11,Jul '18,2018-07,,,,
19205,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,13,Jul '18,2018-07,,,,
19206,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,66,Jul '18,2018-07,,,,
19207,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,70,Jul '18,2018-07,,,,
19208,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,72,Jul '18,2018-07,,,,
19209,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,30,Jul '18,2018-07,,,,
19210,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,99,Jul '18,2018-07,,,,
19211,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,99,Jul '18,2018-07,,,,
19212,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Conflict/Insecurity,130,Jul '18,2018-07,,,,
19213,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,20,Jul '18,2018-07,,,,
19214,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,19,Jul '18,2018-07,,,,
19215,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,11,Jul '18,2018-07,,,,
19216,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,8,Jul '18,2018-07,,,,
19217,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,10,Jul '18,2018-07,,,,
19218,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,45,Jul '18,2018-07,,,,
19219,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Drought related,4,Jul '18,2018-07,,,,
19220,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Other,9,Jul '18,2018-07,,,,
19221,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Other,18,Jul '18,2018-07,,,,
19222,2018,7,Jul,31/07/2018,Bari,Bossaso,Sanaag,Laasqoray,Other,17,Jul '18,2018-07,,,,
19223,2018,7,Jul,31/07/2018,Bari,Bossaso,Sool,Laas Caanood,Conflict/Insecurity,3,Jul '18,2018-07,,,,
19224,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Bossaso,Drought related,5,Jul '18,2018-07,,,,
19225,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,4,Jul '18,2018-07,,,,
19226,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,6,Jul '18,2018-07,,,,
19227,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,22,Jul '18,2018-07,,,,
19228,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,6,Jul '18,2018-07,,,,
19229,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,16,Jul '18,2018-07,,,,
19230,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,6,Jul '18,2018-07,,,,
19231,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,3,Jul '18,2018-07,,,,
19232,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,9,Jul '18,2018-07,,,,
19233,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,83,Jul '18,2018-07,,,,
19234,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Drought related,28,Jul '18,2018-07,,,,
19235,2018,7,Jul,31/07/2018,Bari,Caluula,Bari,Caluula,Other,6,Jul '18,2018-07,,,,
19236,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Caluula,Drought related,4,Jul '18,2018-07,,,,
19237,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Caluula,Drought related,5,Jul '18,2018-07,,,,
19238,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Caluula,Drought related,4,Jul '18,2018-07,,,,
19239,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Caluula,Flood,4,Jul '18,2018-07,,,,
19240,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Iskushuban,Drought related,47,Jul '18,2018-07,,,,
19241,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Iskushuban,Drought related,9,Jul '18,2018-07,,,,
19242,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Iskushuban,Drought related,7,Jul '18,2018-07,,,,
19243,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Iskushuban,Other,12,Jul '18,2018-07,,,,
19244,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19245,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Drought related,5,Jul '18,2018-07,,,,
19246,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Drought related,5,Jul '18,2018-07,,,,
19247,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Drought related,5,Jul '18,2018-07,,,,
19248,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Drought related,3,Jul '18,2018-07,,,,
19249,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Drought related,4,Jul '18,2018-07,,,,
19250,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qandala,Flood,5,Jul '18,2018-07,,,,
19251,2018,7,Jul,31/07/2018,Bari,Iskushuban,Bari,Qardho,Flood,4,Jul '18,2018-07,,,,
19252,2018,7,Jul,31/07/2018,Bari,Iskushuban,Sool,Laas Caanood,Conflict/Insecurity,4,Jul '18,2018-07,,,,
19253,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Conflict/Insecurity,9,Jul '18,2018-07,,,,
19254,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Conflict/Insecurity,68,Jul '18,2018-07,,,,
19255,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Conflict/Insecurity,16,Jul '18,2018-07,,,,
19256,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,33,Jul '18,2018-07,,,,
19257,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,48,Jul '18,2018-07,,,,
19258,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,10,Jul '18,2018-07,,,,
19259,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,36,Jul '18,2018-07,,,,
19260,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,21,Jul '18,2018-07,,,,
19261,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,35,Jul '18,2018-07,,,,
19262,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,32,Jul '18,2018-07,,,,
19263,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,8,Jul '18,2018-07,,,,
19264,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,29,Jul '18,2018-07,,,,
19265,2018,7,Jul,31/07/2018,Bari,Qandala,Bari,Qandala,Drought related,18,Jul '18,2018-07,,,,
19266,2018,7,Jul,31/07/2018,Bari,Qardho,Bakool,Waajid,Drought related,6,Jul '18,2018-07,,,,
19267,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Conflict/Insecurity,7,Jul '18,2018-07,,,,
19268,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Conflict/Insecurity,6,Jul '18,2018-07,,,,
19269,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Conflict/Insecurity,2,Jul '18,2018-07,,,,
19270,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Drought related,6,Jul '18,2018-07,,,,
19271,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Drought related,5,Jul '18,2018-07,,,,
19272,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Drought related,2,Jul '18,2018-07,,,,
19273,2018,7,Jul,31/07/2018,Bari,Qardho,Banadir,Banadir,Drought related,4,Jul '18,2018-07,,,,
