id,yr,monthnum,monthname,monthend,cregion,cdistrict,pregion,pdistrict,creason,tpeople,yrmonthnam,yrmonthnum,pvalue,adjustments,changedvalue,comments
7367,2017,6,Jun,30/06/2017,Gedo,Belet Xaawo,Gedo,Garbahaarey,Drought related,325,Jun '17,2017-06,,,,
7368,2017,6,Jun,30/06/2017,Gedo,Belet Xaawo,Gedo,Garbahaarey,Drought related,108,Jun '17,2017-06,,,,
7369,2017,6,Jun,30/06/2017,Gedo,Belet Xaawo,Gedo,Garbahaarey,Drought related,510,Jun '17,2017-06,,,,
7370,2017,6,Jun,30/06/2017,Gedo,Belet Xaawo,Gedo,Garbahaarey,Drought related,8,Jun '17,2017-06,,,,
7371,2017,6,Jun,30/06/2017,Gedo,Belet Xaawo,Gedo,Garbahaarey,Drought related,1837,Jun '17,2017-06,,,,
7372,2017,6,Jun,30/06/2017,Gedo,Belet Xaawo,Gedo,Garbahaarey,Drought related,1700,Jun '17,2017-06,,,,
7373,2017,6,Jun,30/06/2017,Gedo,Luuq,Bakool,Rab Dhuure,Drought related,13,Jun '17,2017-06,,,,
7374,2017,6,Jun,30/06/2017,Gedo,Luuq,Bakool,Rab Dhuure,Drought related,110,Jun '17,2017-06,,,,
7375,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,11,Jun '17,2017-06,,,,
7376,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,10,Jun '17,2017-06,,,,
7377,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,7,Jun '17,2017-06,,,,
7378,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,18,Jun '17,2017-06,,,,
7379,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,180,Jun '17,2017-06,,,,
7380,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,23,Jun '17,2017-06,,,,
7381,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,4,Jun '17,2017-06,,,,
7382,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,193,Jun '17,2017-06,,,,
7383,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,7,Jun '17,2017-06,,,,
7384,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Drought related,104,Jun '17,2017-06,,,,
7385,2017,6,Jun,30/06/2017,Gedo,Luuq,Gedo,Luuq,Other,6,Jun '17,2017-06,,,,
7386,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Lower Juba,Jamaame,Drought related,6,Jun '17,2017-06,,,,
7387,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Lower Juba,Jamaame,Drought related,7,Jun '17,2017-06,,,,
7388,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Lower Juba,Jamaame,Drought related,6,Jun '17,2017-06,,,,
7389,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Middle Juba,Bu'aale,Drought related,5,Jun '17,2017-06,,,,
7390,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Middle Juba,Bu'aale,Drought related,8,Jun '17,2017-06,,,,
7391,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Middle Juba,Jilib,Drought related,8,Jun '17,2017-06,,,,
7392,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Middle Juba,Jilib,Drought related,123,Jun '17,2017-06,,,,
7393,2017,6,Jun,30/06/2017,Lower Juba,Afmadow,Middle Juba,Saakow,Drought related,6,Jun '17,2017-06,,,,
7394,2017,6,Jun,30/06/2017,Lower Juba,Kismayo,Lower Juba,Kismayo,Conflict/Insecurity,19,Jun '17,2017-06,,,,
7395,2017,6,Jun,30/06/2017,Lower Juba,Kismayo,Lower Juba,Kismayo,Conflict/Insecurity,6,Jun '17,2017-06,,,,
7396,2017,6,Jun,30/06/2017,Lower Juba,Kismayo,Lower Juba,Kismayo,Conflict/Insecurity,8,Jun '17,2017-06,,,,
7397,2017,6,Jun,30/06/2017,Lower Shabelle,Afgooye,Lower Shabelle,Marka,Conflict/Insecurity,350,Jun '17,2017-06,,,,
7398,2017,6,Jun,30/06/2017,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,186,Jun '17,2017-06,,,,
7399,2017,6,Jun,30/06/2017,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,740,Jun '17,2017-06,,,,
7400,2017,6,Jun,30/06/2017,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,150,Jun '17,2017-06,,,,
7401,2017,6,Jun,30/06/2017,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,475,Jun '17,2017-06,,,,
7402,2017,6,Jun,30/06/2017,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,480,Jun '17,2017-06,,,,
7403,2017,6,Jun,30/06/2017,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,572,Jun '17,2017-06,,,,
7404,2017,6,Jun,30/06/2017,Middle Juba,Bu'aale,Middle Juba,Bu'aale,Flood,6,Jun '17,2017-06,,,,
7405,2017,6,Jun,30/06/2017,Middle Juba,Bu'aale,Middle Juba,Saakow,Conflict/Insecurity,19,Jun '17,2017-06,,,,
7406,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,16,Jun '17,2017-06,,,,
7407,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,12,Jun '17,2017-06,,,,
7408,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,2,Jun '17,2017-06,,,,
7409,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,2,Jun '17,2017-06,,,,
7410,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,4,Jun '17,2017-06,,,,
7411,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,6,Jun '17,2017-06,,,,
7412,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,4,Jun '17,2017-06,,,,
7413,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,18,Jun '17,2017-06,,,,
7414,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,5,Jun '17,2017-06,,,,
7415,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,18,Jun '17,2017-06,,,,
7416,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,2,Jun '17,2017-06,,,,
7417,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,4,Jun '17,2017-06,,,,
7418,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,5,Jun '17,2017-06,,,,
7419,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Bay,Diinsoor,Drought related,2,Jun '17,2017-06,,,,
7420,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,12,Jun '17,2017-06,,,,
7421,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,12,Jun '17,2017-06,,,,
7422,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,2,Jun '17,2017-06,,,,
7423,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,10,Jun '17,2017-06,,,,
7424,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,5,Jun '17,2017-06,,,,
7425,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,6,Jun '17,2017-06,,,,
7426,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,16,Jun '17,2017-06,,,,
7427,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,18,Jun '17,2017-06,,,,
7428,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,16,Jun '17,2017-06,,,,
7429,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,9,Jun '17,2017-06,,,,
7430,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,11,Jun '17,2017-06,,,,
7431,2017,6,Jun,30/06/2017,Middle Juba,Saakow,Gedo,Baardheere,Drought related,10,Jun '17,2017-06,,,,
7432,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Bari,Bandarbeyla,Drought related,12,Jun '17,2017-06,,,,
7433,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Bari,Bandarbeyla,Drought related,7,Jun '17,2017-06,,,,
7434,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,102,Jun '17,2017-06,,,,
7435,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,123,Jun '17,2017-06,,,,
7436,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,112,Jun '17,2017-06,,,,
7437,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,120,Jun '17,2017-06,,,,
7438,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,235,Jun '17,2017-06,,,,
7439,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,170,Jun '17,2017-06,,,,
7440,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,109,Jun '17,2017-06,,,,
7441,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,7,Jun '17,2017-06,,,,
7442,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,8,Jun '17,2017-06,,,,
7443,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,128,Jun '17,2017-06,,,,
7444,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,111,Jun '17,2017-06,,,,
7445,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,107,Jun '17,2017-06,,,,
7446,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Galgaduud,Dhuusamarreeb,Drought related,7,Jun '17,2017-06,,,,
7447,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,8,Jun '17,2017-06,,,,
7448,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Lower Juba,Kismayo,Other,9,Jun '17,2017-06,,,,
7449,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,105,Jun '17,2017-06,,,,
7450,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,19,Jun '17,2017-06,,,,
7451,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,7,Jun '17,2017-06,,,,
7452,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,8,Jun '17,2017-06,,,,
7453,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,7,Jun '17,2017-06,,,,
7454,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,7,Jun '17,2017-06,,,,
7455,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,10,Jun '17,2017-06,,,,
7456,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,9,Jun '17,2017-06,,,,
7457,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,4,Jun '17,2017-06,,,,
7458,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,101,Jun '17,2017-06,,,,
7459,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,16,Jun '17,2017-06,,,,
7460,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,5,Jun '17,2017-06,,,,
7461,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,5,Jun '17,2017-06,,,,
7462,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,129,Jun '17,2017-06,,,,
7463,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,7,Jun '17,2017-06,,,,
7464,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,7,Jun '17,2017-06,,,,
7465,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,5,Jun '17,2017-06,,,,
7466,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,6,Jun '17,2017-06,,,,
7467,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Xarardheere,Drought related,102,Jun '17,2017-06,,,,
7468,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Mudug,Xarardheere,Drought related,6,Jun '17,2017-06,,,,
7469,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Woqooyi Galbeed,Berbera,Drought related,5,Jun '17,2017-06,,,,
7470,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Woqooyi Galbeed,Berbera,Drought related,7,Jun '17,2017-06,,,,
7471,2017,6,Jun,30/06/2017,Mudug,Gaalkacyo,Woqooyi Galbeed,Berbera,Drought related,8,Jun '17,2017-06,,,,
7472,2017,6,Jun,30/06/2017,Mudug,Galdogob,Galgaduud,Dhuusamarreeb,Drought related,112,Jun '17,2017-06,,,,
7473,2017,6,Jun,30/06/2017,Mudug,Galdogob,Mudug,Gaalkacyo,Drought related,14,Jun '17,2017-06,,,,
7474,2017,6,Jun,30/06/2017,Mudug,Galdogob,Mudug,Gaalkacyo,Drought related,321,Jun '17,2017-06,,,,
7475,2017,6,Jun,30/06/2017,Mudug,Galdogob,Mudug,Gaalkacyo,Drought related,13,Jun '17,2017-06,,,,
7476,2017,6,Jun,30/06/2017,Mudug,Galdogob,Mudug,Gaalkacyo,Drought related,7,Jun '17,2017-06,,,,
7477,2017,6,Jun,30/06/2017,Mudug,Galdogob,Mudug,Gaalkacyo,Drought related,9,Jun '17,2017-06,,,,
7478,2017,6,Jun,30/06/2017,Mudug,Xarardheere,Mudug,Hobyo,Drought related,240,Jun '17,2017-06,,,,
7479,2017,6,Jun,30/06/2017,Sool,Caynabo,Galgaduud,Cadaado,Drought related,200,Jun '17,2017-06,,,,
7480,2017,6,Jun,30/06/2017,Sool,Caynabo,Hiraan,Belet Weyne,Drought related,290,Jun '17,2017-06,,,,
7481,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,13,Jun '17,2017-06,,,,
7482,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,10,Jun '17,2017-06,,,,
7483,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,15,Jun '17,2017-06,,,,
7484,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,18,Jun '17,2017-06,,,,
7485,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,20,Jun '17,2017-06,,,,
7486,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,14,Jun '17,2017-06,,,,
7487,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,51,Jun '17,2017-06,,,,
7488,2017,6,Jun,30/06/2017,Sool,Caynabo,Sool,Caynabo,Drought related,13,Jun '17,2017-06,,,,
7489,2017,6,Jun,30/06/2017,Sool,Caynabo,Togdheer,Buuhoodle,Drought related,17,Jun '17,2017-06,,,,
7490,2017,6,Jun,30/06/2017,Sool,Caynabo,Togdheer,Buuhoodle,Other,16,Jun '17,2017-06,,,,
7491,2017,6,Jun,30/06/2017,Sool,Laas Caanood,Galgaduud,Dhuusamarreeb,Drought related,220,Jun '17,2017-06,,,,
7492,2017,6,Jun,30/06/2017,Sool,Laas Caanood,Galgaduud,Dhuusamarreeb,Drought related,150,Jun '17,2017-06,,,,
7493,2017,6,Jun,30/06/2017,Sool,Laas Caanood,Hiraan,Belet Weyne,Drought related,150,Jun '17,2017-06,,,,
7494,2017,6,Jun,30/06/2017,Sool,Laas Caanood,Hiraan,Bulo Burto,Drought related,200,Jun '17,2017-06,,,,
7495,2017,6,Jun,30/06/2017,Sool,Laas Caanood,Hiraan,Jalalaqsi,Drought related,150,Jun '17,2017-06,,,,
7496,2017,6,Jun,30/06/2017,Sool,Xudun,Galgaduud,Cadaado,Drought related,100,Jun '17,2017-06,,,,
7497,2017,6,Jun,30/06/2017,Togdheer,Burco,Sanaag,Ceel Afweyn,Other,114,Jun '17,2017-06,,,,
7498,2017,6,Jun,30/06/2017,Togdheer,Burco,Sool,Caynabo,Other,144,Jun '17,2017-06,,,,
7499,2017,6,Jun,30/06/2017,Togdheer,Burco,Sool,Caynabo,Other,126,Jun '17,2017-06,,,,
7500,2017,6,Jun,30/06/2017,Togdheer,Burco,Sool,Caynabo,Other,123,Jun '17,2017-06,,,,
7501,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,120,Jun '17,2017-06,,,,
7502,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,123,Jun '17,2017-06,,,,
7503,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,133,Jun '17,2017-06,,,,
7504,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,9,Jun '17,2017-06,,,,
7505,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,120,Jun '17,2017-06,,,,
7506,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,19,Jun '17,2017-06,,,,
7507,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,13,Jun '17,2017-06,,,,
7508,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,134,Jun '17,2017-06,,,,
7509,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,10,Jun '17,2017-06,,,,
7510,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,9,Jun '17,2017-06,,,,
7511,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,220,Jun '17,2017-06,,,,
7512,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,210,Jun '17,2017-06,,,,
7513,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Drought related,240,Jun '17,2017-06,,,,
7514,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,100,Jun '17,2017-06,,,,
7515,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,102,Jun '17,2017-06,,,,
7516,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,10,Jun '17,2017-06,,,,
7517,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,13,Jun '17,2017-06,,,,
7518,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,12,Jun '17,2017-06,,,,
7519,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,16,Jun '17,2017-06,,,,
7520,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,133,Jun '17,2017-06,,,,
7521,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,8,Jun '17,2017-06,,,,
7522,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,9,Jun '17,2017-06,,,,
7523,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,233,Jun '17,2017-06,,,,
7524,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,153,Jun '17,2017-06,,,,
7525,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,13,Jun '17,2017-06,,,,
7526,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,13,Jun '17,2017-06,,,,
7527,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,12,Jun '17,2017-06,,,,
7528,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Burco,Other,133,Jun '17,2017-06,,,,
7529,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Owdweyne,Drought related,105,Jun '17,2017-06,,,,
7530,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Owdweyne,Other,4,Jun '17,2017-06,,,,
7531,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Owdweyne,Other,264,Jun '17,2017-06,,,,
7532,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Owdweyne,Other,10,Jun '17,2017-06,,,,
7533,2017,6,Jun,30/06/2017,Togdheer,Burco,Togdheer,Sheikh,Other,13,Jun '17,2017-06,,,,
7534,2017,6,Jun,30/06/2017,Togdheer,Buuhoodle,Hiraan,Belet Weyne,Drought related,250,Jun '17,2017-06,,,,
7535,2017,6,Jun,30/06/2017,Togdheer,Owdweyne,Togdheer,Owdweyne,Other,18,Jun '17,2017-06,,,,
7536,2017,6,Jun,30/06/2017,Togdheer,Owdweyne,Togdheer,Owdweyne,Other,6,Jun '17,2017-06,,,,
7537,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Berbera,Awdal,Borama,Drought related,6,Jun '17,2017-06,,,,
7538,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,100,Jun '17,2017-06,,,,
7539,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,6,Jun '17,2017-06,,,,
7540,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,7,Jun '17,2017-06,,,,
7541,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,5,Jun '17,2017-06,,,,
7542,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Awdal,Baki,Drought related,5,Jun '17,2017-06,,,,
7543,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Awdal,Borama,Drought related,6,Jun '17,2017-06,,,,
7544,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Awdal,Lughaye,Drought related,6,Jun '17,2017-06,,,,
7545,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Mudug,Gaalkacyo,Drought related,6,Jun '17,2017-06,,,,
7546,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Nugaal,Garoowe,Drought related,7,Jun '17,2017-06,,,,
7547,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Togdheer,Burco,Drought related,7,Jun '17,2017-06,,,,
7548,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,7,Jun '17,2017-06,,,,
7549,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,8,Jun '17,2017-06,,,,
7550,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,9,Jun '17,2017-06,,,,
7551,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,8,Jun '17,2017-06,,,,
7552,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,8,Jun '17,2017-06,,,,
7553,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,6,Jun '17,2017-06,,,,
7554,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,8,Jun '17,2017-06,,,,
7555,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,5,Jun '17,2017-06,,,,
7556,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,6,Jun '17,2017-06,,,,
7557,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Gebiley,Woqooyi Galbeed,Gebiley,Drought related,7,Jun '17,2017-06,,,,
7558,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Awdal,Borama,Drought related,8,Jun '17,2017-06,,,,
7559,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,5,Jun '17,2017-06,,,,
7560,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,8,Jun '17,2017-06,,,,
7561,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,7,Jun '17,2017-06,,,,
7562,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,8,Jun '17,2017-06,,,,
7563,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,7,Jun '17,2017-06,,,,
7564,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,8,Jun '17,2017-06,,,,
7565,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,6,Jun '17,2017-06,,,,
7566,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,9,Jun '17,2017-06,,,,
7567,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,6,Jun '17,2017-06,,,,
7568,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,7,Jun '17,2017-06,,,,
7569,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,6,Jun '17,2017-06,,,,
7570,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,6,Jun '17,2017-06,,,,
7571,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,7,Jun '17,2017-06,,,,
7572,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,6,Jun '17,2017-06,,,,
7573,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,7,Jun '17,2017-06,,,,
7574,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,5,Jun '17,2017-06,,,,
7575,2017,6,Jun,30/06/2017,Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,7,Jun '17,2017-06,,,,
